Unnamed: 0,项目编码,项目名称,角色,姓名
303,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,耿翔宇
304,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,柳琳
305,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,靳家佳
306,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,史晓兵
307,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,史丹阳
308,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,史晓兵
309,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,史丹阳
310,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,史晓兵
311,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,史丹阳
312,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,唐亦之
313,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,宋艺涓
314,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,刘曲
315,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,唐亦之
316,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,宋艺涓
317,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,刘曲
318,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,唐亦之
319,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,宋艺涓
320,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,刘曲
321,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,杨雅婷
322,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,张远
323,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,杨雅婷
324,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,张远
325,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,杨雅婷
326,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,张远
327,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,胡玉杰
328,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,覃鸿念
329,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,胡玉杰
330,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,覃鸿念
331,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,胡玉杰
332,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,覃鸿念
333,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,方晨
334,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,马思远
335,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目成员,邢智全
336,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,方晨
337,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,马思远
338,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目成员,邢智全
339,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,方晨
340,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,马思远
341,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目成员,邢智全
342,TZ-2022-HB-000054,湖北可口可乐3.369MW分布式光伏项目,项目经理,朱晨光
343,TZ-2020-JX-000041,江西抚州东乡二期50MW光伏项目,项目经理,朱晨光
344,TZ-2020-JX-000031,江西抚州东乡一期30MW光伏项目,项目部(经理),朱晨光
345,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,斯琴塔娜
346,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,李若白
347,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,唐钺
348,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,方晨
349,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,马思远
350,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,邢智全
351,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,史晓兵
352,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,田扩
353,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,唐亦之
354,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,宋艺涓
355,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,刘曲
356,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,杨雅婷
357,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,张远
358,TZ-2025-HN-000486,湖南郴州汝城半云仙二期50MW风电项目,项目经理(主责),郑雯婷
359,TZ-2025-JX-000485,江西九江瑞昌二期42.9MW风电项目,项目经理(主责),黄世伟
360,TZ-2025-JX-000484,江西九江瑞昌一期66MW风电项目,项目经理(主责),黄世伟
361,TZ-2025-HN-000487,湖南郴州汝城半云仙一期50MW风电项目,项目经理(主责),郑雯婷
362,TZ-2025-JX-600484,江西九江瑞昌111MW一体化项目,项目经理,曾笠
363,TZ-2025-GZ-000483,贵州安顺关岭布依族苗族自治县80MW风电项目,项目经理(主责),邱爽
364,TZ-2025-HN-600486,湖南郴州汝城半云仙100MW一体化项目,项目经理(主责),郑雯婷
365,TZ-2025-JX-600484,江西九江瑞昌111MW一体化项目,项目经理(主责),黄世伟
366,TZ-2024-XJ-000424,新疆哈密伊吾智算中心项目,项目部(成员),张星星
367,TZ-2024-XJ-000424,新疆哈密伊吾智算中心项目,项目部(成员),闫欢欢
368,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,史晓兵
369,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,宋艺涓
370,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,张春成
371,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,邵本初
372,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,杨雅婷
373,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,张远
374,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,靳家佳
375,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,田扩
376,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,郭婧
377,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,昝晓萌
378,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,方晨
379,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,马思远
380,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,邢智全
381,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,覃鸿念
382,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目成员,李若白
383,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,李若白
384,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,谭双琪
385,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,于洋
386,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,虎琴琴
387,TZ-2024-XJ-000407,新疆哈密伊州十三间房50MW风电项目,项目成员,王觉非
388,TZ-2025-XJ-000473,新疆阿勒泰300MW风电项目,项目成员,张建国
389,TZ-2025-XJ-000473,新疆阿勒泰300MW风电项目,项目成员,王觉非
390,TZ-2025-XJ-000475,新疆塔城托里一期200MW风电项目,项目成员,张建国
391,TZ-2025-XJ-000475,新疆塔城托里一期200MW风电项目,项目成员,王觉非
392,TZ-2025-XJ-000476,新疆塔城托里二期200MW风电项目,项目成员,张建国
393,TZ-2025-XJ-000476,新疆塔城托里二期200MW风电项目,项目成员,王觉非
394,TZ-2025-GQJJ-000471,新疆哈密50万吨镁冶炼项目,项目经理,王超越
395,TZ-2025-XJ-000476,新疆塔城托里二期200MW风电项目,项目成员,杨明
396,-,-,项目经理(主责),曹天骐
397,TZ-2025-XJ-000473,新疆阿勒泰300MW风电项目,项目成员,覃鸿念
398,TZ-2025-XJ-000476,新疆塔城托里二期200MW风电项目,项目成员,覃鸿念
399,TZ-2025-XJ-000476,新疆塔城托里二期200MW风电项目,项目成员,胡玉杰
400,TZ-2025-XJ-000475,新疆塔城托里一期200MW风电项目,项目成员,覃鸿念
401,TZ-2025-XJ-000475,新疆塔城托里一期200MW风电项目,项目成员,胡玉杰
402,TZ-2024-XJ-000407,新疆哈密伊州十三间房50MW风电项目,项目成员,覃鸿念
403,TZ-2024-XJ-000407,新疆哈密伊州十三间房50MW风电项目,项目成员,胡玉杰
404,TZ-2025-XJ-000473,新疆阿勒泰300MW风电项目,项目成员,靳家佳
405,TZ-2025-XJ-000475,新疆塔城托里一期200MW风电项目,项目成员,杨明
406,TZ-2025-XJ-000476,新疆塔城托里二期200MW风电项目,项目成员,杨明
407,TZ-2025-GS-000474,甘肃陇南宕昌51MW水电项目,项目经理,王少攀
408,-,湖北省恩施土家族苗族自治州建始县200MW风电项目,项目经理(主责),余欣玥
409,TZ-2025-GQJJ-000482,洪泰新能源壹号私募股权投资基金,项目经理(主责),周博川
410,-,河北省沧州市黄骅市300MW风电项目,项目经理(主责),张国军
411,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目成员,覃鸿念
412,TZ-2023-HE-000360,河北邯郸馆陶100MW风电项目,项目经理,王少攀
413,TZ-2025-GQJJ-000481,广东联通2000P智算中心项目,项目成员,梁晨
414,TZ-2025-GQJJ-000481,广东联通2000P智算中心项目,项目经理,杜玉博
415,TZ-2025-GQJJ-000481,广东联通2000P智算中心项目,项目经理(主责),郑栋文
416,TZ-2025-XJ-010001,新疆准东40亿立方米/年煤制天然气项目,项目经理,熊睿俊
417,TZ-2025-GQJJ-000480,新疆准东煤基化工新材料项目,项目经理,熊睿俊
418,TZ-2025-GQJJ-000479,新疆准东煤制甲醇项目,项目经理,熊睿俊
419,TZ-2025-GQJJ-000479,新疆准东煤制甲醇项目,项目部(经理),孙广岩
420,TZ-2025-GQJJ-000480,新疆准东煤基化工新材料项目,项目部(经理),孙广岩
421,TZ-2025-XJ-010001,新疆准东40亿立方米/年煤制天然气项目,项目部(经理),孙广岩
422,TZ-2025-XJ-010001,新疆准东40亿立方米/年煤制天然气项目,项目经理,罗超
423,TZ-2025-GQJJ-000480,新疆准东煤基化工新材料项目,项目经理,罗超
424,TZ-2025-GQJJ-000479,新疆准东煤制甲醇项目,项目经理,罗超
425,TZ-2025-GQJJ-000479,新疆准东煤制甲醇项目,项目经理,刘枢文
426,TZ-2025-GQJJ-000480,新疆准东煤基化工新材料项目,项目经理,刘枢文
427,TZ-2025-XJ-010001,新疆准东40亿立方米/年煤制天然气项目,项目经理,刘枢文
428,TZ-2025-GQJJ-000479,新疆准东煤制甲醇项目,项目经理(主责),赵雅
429,TZ-2025-GQJJ-000480,新疆准东煤基化工新材料项目,项目经理(主责),赵雅
430,TZ-2025-XJ-010001,新疆准东40亿立方米/年煤制天然气项目,项目经理(主责),赵雅
431,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目经理(主责),梁晨
432,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目经理,-
433,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目经理,-
434,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目经理(主责),-
435,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目成员,-
436,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目经理,-
437,TZ-2025-XJ-000478,新疆哈密伊吾1000MW风电项目,项目经理,-
438,-,-,项目经理(主责),梁莹
439,TZ-2025-GQJJ-000477,子公司增资扩股引入战略投资者项目,项目成员,田扩
440,TZ-2025-GQJJ-000477,子公司增资扩股引入战略投资者项目,项目成员,靳家佳
441,TZ-2025-GQJJ-000477,子公司增资扩股引入战略投资者项目,项目经理(主责),张弘
442,TZ-2025-GQJJ-000477,子公司增资扩股引入战略投资者项目,项目经理,李若白
443,TZ-2017-HE-000020,河北涞源斜山30MW光伏项目,项目经理,高鹏
444,TZ-2017-HE-000020,河北涞源斜山30MW光伏项目,项目经理,田权
445,TZ-2017-HE-000020,河北涞源斜山30MW光伏项目,项目部(经理),梁莹
446,TZ-2023-GX-000162,广西贵港郁景100MW风电项目,项目经理,高鹏
447,TZ-2024-TJ-000391,天津环球磁卡综合能源项目,项目经理,高鹏
448,TZ-2025-XJ-000475,新疆塔城托里一期200MW风电项目,项目经理,张文睿
449,TZ-2025-XJ-000475,新疆塔城托里一期200MW风电项目,项目经理,吴杰
450,TZ-2025-XJ-000476,新疆塔城托里二期200MW风电项目,项目经理,张文睿
451,TZ-2025-XJ-000476,新疆塔城托里二期200MW风电项目,项目经理,吴杰
452,TZ-2025-XJ-000476,新疆塔城托里二期200MW风电项目,项目经理(主责),夏雄星
453,TZ-2025-XJ-000475,新疆塔城托里一期200MW风电项目,项目经理(主责),夏雄星
454,TZ-2025-XJ-000473,新疆阿勒泰300MW风电项目,项目经理,张文睿
455,TZ-2025-XJ-000473,新疆阿勒泰300MW风电项目,项目经理,吴杰
456,TZ-2025-XJ-000473,新疆阿勒泰300MW风电项目,项目经理(主责),夏雄星
457,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目经理(主责),巩思辰
458,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,韩雷兴
459,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,邵本初
460,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,宋宁宁
461,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,金铄
462,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,杨雅婷
463,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,谭双琪
464,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,唐钺
465,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,方晨
466,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,马思远
467,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,邢智全
468,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,宋艺涓
469,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,刘曲
470,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,昝晓萌
471,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,耿翔宇
472,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目成员,靳家佳
473,TZ-2023-HB-000062,湖北石首团山寺70MW光伏项目,项目成员,朱静思
474,TZ-2022-SH-000066,上海浦东商飞二期6.4MW分布式光伏项目,项目经理,朱静思
475,TZ-2021-SD-000442,山东魏桥241.4MW分布式光伏项目,项目成员,朱静思
476,TZ-2023-XJ-000064,新疆乌鲁木齐机场11.6MW分布式光伏项目,项目成员,朱静思
477,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,方晨
478,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,马思远
479,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,邢智全
480,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,韩雷兴
481,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,邵本初
482,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,覃鸿念
483,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,杨雅婷
484,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,谭双琪
485,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,宋宁宁
486,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,金铄
487,TZ-2023-SD-000097,山东寿光扬光50MW光伏项目,项目成员,耿翔宇
488,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,耿翔宇
489,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,靳家佳
490,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,宋艺涓
491,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,刘曲
492,TZ-2025-HB-000468,河北邢台巨鹿200MW风电项目,项目成员,昝晓萌
493,TZ-2023-HE-000093,河北易县塘湖20MW光伏项目,项目成员,耿翔宇
494,TZ-2023-HE-000091,河北满城白龙70MW光伏项目,项目成员,耿翔宇
495,TZ-2023-HE-000092,河北满城石井300MW光伏项目,项目成员,耿翔宇
496,TZ-2023-HE-000094,河北易县武官寨100MW光伏项目,项目成员,耿翔宇
497,TZ-2023-SX-000368,山西闻喜开奥100MW光伏项目,项目成员,耿翔宇
498,TZ-2024-SX-000425,山西朔州平鲁区49MW分散式风电项目,项目成员,耿翔宇
499,TZ-2024-XJ-000408,新疆哈密伊州骆驼圈子15MW分散式风电项目（并购）,项目成员,耿翔宇
500,TZ-2023-GD-000355,广东化州杨梅80MW光伏项目,项目成员,耿翔宇
501,TZ-2023-GD-000354,广东化州平定80MW光伏项目,项目成员,耿翔宇
502,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目成员,耿翔宇
503,TZ-2023-TJ-000121,天津汉沽悦通达44.48MW分散式风电项目,项目成员,耿翔宇
504,TZ-2024-XJ-000407,新疆哈密伊州十三间房50MW风电项目,项目成员,耿翔宇
505,TZ-2023-AH-000131,安徽蚌埠尚能30MW风电项目,项目经理,张文睿
506,-,新疆准东煤基化工新材料项目,项目经理(主责),赵雅
507,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目经理(主责),张海南
508,TZ-2025-SD-000472,山东菏泽牡丹56.25MW分散式风电项目,项目经理(主责),王阳阳
509,TZ-2017-HE-000020,河北涞源斜山30MW光伏项目,项目经理,杨明
510,TZ-2015-HE-000019,河北涞源泉裕20MW光伏项目,项目经理,杨明
511,TZ-2018-HE-000021,河北涞源三期10MW光伏项目,项目经理,杨明
512,TZ-2017-SH-000036,上海国家会展2.2MW分布式光伏项目,项目经理(主责),张凤迪
513,TZ-2020-XJ-000076,新疆老君庙丝路大成50MW风电项目,项目经理(主责),周博川
